Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed
SHIP017719,Kolkata,Lucknow,2023-02-10,2023-02-15,2023-02-17,Truck,1661,Fog,Light,Yes
SHIP017720,Delhi,Mumbai,2024-03-20,2024-03-25,2024-03-25,Truck,1502,Clear,Light,No
SHIP017721,Bangalore,Pune,2023-07-25,2023-07-28,2023-07-28,Container,1071,Clear,Light,No
SHIP017722,Pune,Mumbai,2024-02-07,2024-02-11,2024-02-11,Trailer,1391,Clear,Light,No
SHIP017723,Ahmedabad,Delhi,2023-10-26,2023-10-28,2023-10-29,Container,723,Clear,Moderate,Yes
SHIP017724,Bangalore,Ahmedabad,2023-09-13,2023-09-18,2023-09-18,Truck,1715,Clear,Light,No
SHIP017725,Pune,Chennai,2023-09-18,2023-09-20,2023-09-21,Truck,768,Clear,Moderate,Yes
SHIP017726,Lucknow,Bangalore,2024-01-15,2024-01-16,2024-01-20,Lorry,397,Clear,Heavy,Yes
SHIP017727,Bangalore,Pune,2023-08-09,2023-08-10,2023-08-10,Lorry,386,Clear,Light,No
SHIP017728,Bangalore,Hyderabad,2023-07-14,2023-07-16,2023-07-17,Lorry,898,Clear,Moderate,Yes
SHIP017729,Pune,Ahmedabad,2023-11-26,2023-11-27,2023-11-28,Lorry,328,Rain,Light,Yes
SHIP017730,Mumbai,Bangalore,2023-07-28,2023-07-30,2023-07-31,Container,816,Clear,Moderate,Yes
SHIP017731,Kolkata,Mumbai,2024-04-06,2024-04-10,2024-04-10,Lorry,1317,Clear,Light,No
SHIP017732,Kolkata,Ahmedabad,2023-07-31,2023-08-03,2023-08-06,Trailer,1117,Rain,Heavy,Yes
SHIP017733,Mumbai,Pune,2023-05-06,2023-05-11,2023-05-17,Truck,1770,Storm,Moderate,Yes
SHIP017734,Kolkata,Delhi,2023-11-09,2023-11-10,2023-11-10,Container,271,Clear,Light,No
SHIP017735,Bangalore,Ahmedabad,2024-05-31,2024-06-01,2024-06-02,Lorry,378,Clear,Moderate,Yes
SHIP017736,Mumbai,Bangalore,2023-04-02,2023-04-07,2023-04-07,Truck,1579,Clear,Light,No
SHIP017737,Kolkata,Mumbai,2023-01-25,2023-01-30,2023-01-31,Container,1786,Rain,Light,Yes
SHIP017738,Hyderabad,Ahmedabad,2023-03-13,2023-03-18,2023-03-18,Trailer,1574,Clear,Light,No
SHIP017739,Pune,Ahmedabad,2023-10-07,2023-10-08,2023-10-08,Container,380,Clear,Light,No
SHIP017740,Ahmedabad,Mumbai,2024-04-26,2024-05-02,2024-05-03,Truck,1948,Clear,Moderate,Yes
SHIP017741,Ahmedabad,Chennai,2024-01-12,2024-01-17,2024-01-15,Lorry,1069,Clear,Heavy,Yes
SHIP017742,Bangalore,Jaipur,2023-05-24,2023-05-25,2023-05-26,Truck,214,Clear,Moderate,Yes
SHIP017743,Kolkata,Pune,2024-01-29,2024-02-03,2024-02-04,Truck,1549,Rain,Light,Yes
SHIP017744,Ahmedabad,Mumbai,2023-05-25,2023-05-30,2023-05-31,Trailer,1592,Clear,Moderate,Yes
SHIP017745,Lucknow,Kolkata,2023-12-16,2023-12-20,2023-12-20,Container,1479,Clear,Light,No
SHIP017746,Kolkata,Bangalore,2024-05-09,2024-05-10,2024-05-11,Container,375,Rain,Light,Yes
SHIP017747,Ahmedabad,Hyderabad,2024-01-08,2024-01-11,2024-01-12,Container,1026,Clear,Moderate,Yes
SHIP017748,Jaipur,Kolkata,2023-01-03,2023-01-09,2023-01-04,Lorry,323,Clear,Heavy,Yes
SHIP017749,Kolkata,Hyderabad,2024-02-05,2024-02-10,2024-02-14,,1510,Fog,Heavy,Yes
SHIP017750,Lucknow,Mumbai,2024-01-30,2024-01-31,2024-01-31,Container,571,Clear,Light,No
SHIP017751,Kolkata,Ahmedabad,2023-12-03,2023-12-08,2023-12-09,Trailer,1523,Clear,Moderate,Yes
SHIP017752,Hyderabad,Ahmedabad,2023-05-19,2023-05-24,2023-05-24,Container,1638,Clear,Light,No
SHIP017753,Kolkata,Chennai,2024-01-05,2024-01-06,2024-01-06,Trailer,243,Clear,Light,No
SHIP017754,Chennai,Jaipur,2023-09-16,2023-09-19,2023-09-20,Lorry,956,Clear,Moderate,Yes
SHIP017755,Pune,Jaipur,2024-01-05,2024-01-11,2024-01-11,Trailer,1906,Clear,Light,No
SHIP017756,Jaipur,Lucknow,2023-12-16,2023-12-21,2023-12-26,Container,1638,Clear,Moderate,Yes
SHIP017757,Chennai,Jaipur,2024-01-27,2024-02-03,2024-01-29,Trailer,804,Clear,Moderate,Yes
SHIP017758,Ahmedabad,Hyderabad,2023-05-31,2023-06-02,2023-06-03,Lorry,621,Clear,Moderate,Yes
SHIP017759,Delhi,Mumbai,2023-05-08,2023-05-09,2023-05-09,Trailer,501,Clear,Light,No
SHIP017760,Bangalore,Jaipur,2023-05-21,2023-05-22,2023-05-22,Truck,586,Clear,Light,No
SHIP017761,Hyderabad,Kolkata,2023-09-24,2023-09-27,2023-10-03,Container,1095,Clear,Moderate,Yes
SHIP017762,Mumbai,Delhi,2023-06-30,2023-07-06,2023-07-08,Lorry,1826,Fog,Light,Yes
SHIP017763,Chennai,Bangalore,2023-09-09,2023-09-12,2023-09-14,Trailer,1066,Rain,Moderate,Yes
SHIP017764,Ahmedabad,Bangalore,2024-02-03,2024-02-08,2024-02-08,Trailer,1759,Clear,Light,No
SHIP017765,Pune,Delhi,2023-02-23,2023-02-25,2023-02-25,Container,703,Clear,Light,No
SHIP017766,Lucknow,Hyderabad,2024-02-22,2024-02-23,2024-02-23,Truck,314,Clear,Light,No
SHIP017767,Ahmedabad,Mumbai,2024-04-27,2024-05-01,2024-05-02,Truck,1204,Clear,Moderate,Yes
SHIP017768,Pune,Ahmedabad,2023-08-17,2023-08-22,2023-08-22,Lorry,1795,Clear,Light,No
SHIP017769,Ahmedabad,Kolkata,2023-08-16,2023-08-21,2023-08-21,Trailer,1577,Clear,Light,No
SHIP017770,Delhi,Ahmedabad,2023-10-05,2023-10-08,2023-10-09,Container,1049,Clear,Moderate,Yes
SHIP017771,Mumbai,Bangalore,2023-03-07,2023-03-11,2023-03-13,Truck,1351,Clear,Heavy,Yes
SHIP017772,Kolkata,Delhi,2024-05-23,2024-05-28,2024-05-30,Container,1767,Clear,Heavy,Yes
SHIP017773,Hyderabad,Ahmedabad,2024-02-15,2024-02-16,2024-02-20,Trailer,266,Clear,Light,Yes
SHIP017774,Jaipur,Mumbai,2023-10-17,2023-10-21,2023-10-21,Container,1353,Clear,Light,No
SHIP017775,Delhi,Kolkata,2023-04-17,2023-04-22,2023-05-01,Container,1791,Fog,Heavy,Yes
SHIP017776,Bangalore,Hyderabad,2024-05-01,2024-05-03,2024-05-04,Container,899,Clear,Moderate,Yes
SHIP017777,Chennai,Hyderabad,2023-01-13,2023-01-17,2023-01-20,Lorry,1226,Fog,Moderate,Yes
SHIP017778,Bangalore,Ahmedabad,2024-03-20,2024-03-24,2024-03-24,Trailer,1482,Clear,Light,No
SHIP017779,Bangalore,Mumbai,2023-12-14,2023-12-18,2023-12-20,Container,1252,Fog,Light,Yes
SHIP017780,Lucknow,Kolkata,2024-03-26,2024-03-28,2024-03-29,Truck,664,Clear,Moderate,Yes
SHIP017781,Pune,Delhi,2024-04-01,2024-04-05,2024-04-06,Container,1420,Clear,Moderate,Yes
SHIP017782,Bangalore,Lucknow,2024-04-14,2024-04-19,2024-04-20,Truck,1666,Clear,Moderate,Yes
SHIP017783,Pune,Hyderabad,2023-09-19,2023-09-20,2023-09-21,Container,412,Clear,Moderate,Yes
SHIP017784,Chennai,Jaipur,2023-11-27,2023-12-03,2023-12-08,Lorry,1849,Clear,Moderate,Yes
SHIP017785,Mumbai,Jaipur,2023-04-19,2023-04-24,2023-04-27,Container,1663,Fog,Moderate,Yes
SHIP017786,Jaipur,Hyderabad,2024-02-23,2024-02-26,2024-02-28,Trailer,937,Clear,Light,Yes
SHIP017787,Chennai,Lucknow,2023-08-02,2023-08-06,2023-08-06,Trailer,1486,Clear,Light,No
SHIP017788,Pune,Hyderabad,2023-06-01,2023-06-05,2023-06-05,Truck,1220,Clear,Light,No
SHIP017789,Pune,Chennai,2023-10-07,2023-10-12,2023-10-12,Trailer,1607,Clear,Light,No
SHIP017790,Ahmedabad,Hyderabad,2023-08-23,2023-08-27,2023-08-31,Container,1217,Rain,Moderate,Yes
SHIP017791,Ahmedabad,Bangalore,2024-05-06,2024-05-07,2024-05-08,Trailer,295,Clear,Moderate,Yes
SHIP017792,Jaipur,Bangalore,2023-02-02,2023-02-07,2023-02-12,Lorry,1726,Storm,Heavy,Yes
SHIP017793,Pune,Lucknow,2023-05-06,2023-05-08,2023-05-08,Truck,780,Clear,Light,No
SHIP017794,Kolkata,Delhi,2023-11-28,2023-11-30,2023-12-05,Lorry,676,Clear,Light,Yes
SHIP017795,Ahmedabad,Mumbai,2023-07-10,2023-07-11,2023-07-13,Truck,227,Fog,Light,Yes
SHIP017796,Kolkata,Lucknow,2023-04-18,2023-04-19,2023-04-23,Container,236,Storm,Moderate,Yes
SHIP017797,Hyderabad,Bangalore,2024-04-27,2024-04-28,2024-04-28,Truck,581,Clear,Light,No
SHIP017798,Mumbai,Bangalore,2023-11-05,2023-11-07,2023-11-08,Container,831,Rain,Light,Yes
SHIP017799,Hyderabad,Jaipur,2023-02-24,2023-02-28,2023-03-03,Trailer,1262,Storm,Light,Yes
SHIP017800,Kolkata,Pune,2023-06-23,2023-06-29,2023-06-28,Truck,1717,Clear,Moderate,Yes
SHIP017801,Bangalore,Kolkata,2023-09-28,2023-10-02,2023-10-03,Truck,1394,Clear,Moderate,Yes
SHIP017802,Ahmedabad,Hyderabad,2023-03-09,2023-03-10,2023-03-12,Truck,505,Fog,Light,Yes
SHIP017803,Lucknow,Mumbai,2023-04-01,2023-04-02,2023-04-08,Truck,422,Storm,Moderate,Yes
SHIP017804,Hyderabad,Bangalore,2024-04-01,2024-04-04,2024-04-04,Trailer,973,Clear,Light,No
SHIP017805,Pune,Mumbai,2023-01-02,2023-01-05,2023-01-05,Truck,1076,Clear,Light,No
SHIP017806,Mumbai,Delhi,2023-06-22,2023-06-28,2023-06-29,Trailer,1972,Clear,Moderate,Yes
SHIP017807,Mumbai,Chennai,2023-05-12,2023-05-17,2023-05-21,Lorry,1686,Fog,Light,Yes
SHIP017808,Delhi,Jaipur,2023-02-20,2023-02-23,2023-02-24,Trailer,1008,Clear,Moderate,Yes
SHIP017809,Mumbai,Jaipur,2024-02-12,2024-02-15,2024-02-15,Lorry,1008,Clear,Light,No
SHIP017810,Chennai,Ahmedabad,2023-08-17,2023-08-22,2023-08-25,Container,1708,Clear,Moderate,Yes
SHIP017811,Delhi,Lucknow,2023-05-01,2023-05-06,2023-05-07,Container,1762,Clear,Moderate,Yes
SHIP017812,Chennai,Delhi,2023-06-14,2023-06-18,2023-06-19,Truck,1231,Clear,Moderate,Yes
SHIP017813,Lucknow,Bangalore,2024-01-26,2024-01-27,2024-01-28,Lorry,482,Clear,Moderate,Yes
SHIP017814,Lucknow,Bangalore,2023-01-16,2023-01-19,2023-01-25,,943,Clear,Moderate,Yes
SHIP017815,Bangalore,Ahmedabad,2023-10-26,2023-10-28,2023-10-30,Truck,891,Clear,Heavy,Yes
SHIP017816,Chennai,Jaipur,2023-05-12,2023-05-17,2023-05-17,Lorry,1561,Clear,Light,No
SHIP017817,Lucknow,Jaipur,2023-11-22,2023-11-25,2023-11-25,Truck,1156,Clear,Light,No
SHIP017818,Hyderabad,Kolkata,2023-11-30,2023-12-01,2023-12-01,Trailer,484,Clear,Light,No
SHIP017819,Mumbai,Ahmedabad,2024-02-13,2024-02-18,2024-02-20,Truck,1578,Clear,Heavy,Yes
SHIP017820,Ahmedabad,Chennai,2023-03-22,2023-03-25,2023-03-30,Container,924,Clear,Light,Yes
SHIP017821,Hyderabad,Lucknow,2024-02-09,2024-02-11,2024-02-11,Truck,603,Clear,Light,No
SHIP017822,Ahmedabad,Jaipur,2023-11-12,2023-11-13,2023-11-15,Container,319,Rain,Moderate,Yes
SHIP017823,Jaipur,Mumbai,2023-04-07,2023-04-12,2023-04-13,Trailer,1799,Rain,Light,Yes
SHIP017824,Hyderabad,Jaipur,2024-01-21,2024-01-24,2024-01-26,Truck,917,Clear,Heavy,Yes
SHIP017825,Kolkata,Lucknow,2024-04-05,2024-04-06,2024-04-10,Container,265,Fog,Heavy,Yes
SHIP017826,Pune,Lucknow,2023-04-04,2023-04-10,2023-04-11,Trailer,1996,Clear,Moderate,Yes
SHIP017827,Chennai,Lucknow,2023-11-08,2023-11-11,2023-11-15,Lorry,922,Fog,Light,Yes
SHIP017828,Jaipur,Bangalore,2023-05-29,2023-05-30,2023-05-31,Truck,239,Rain,Light,Yes
SHIP017829,Pune,Mumbai,2023-05-12,2023-05-13,2023-05-14,Lorry,437,Clear,Moderate,Yes
SHIP017830,Jaipur,Pune,2024-01-28,2024-01-30,2024-02-02,Container,621,Fog,Moderate,Yes
SHIP017831,Pune,Jaipur,2023-08-23,2023-08-29,2023-08-30,Trailer,1987,Clear,Moderate,Yes
SHIP017832,Chennai,Lucknow,2024-02-16,2024-02-17,2024-02-17,Trailer,365,Clear,Light,No
SHIP017833,Kolkata,Hyderabad,2024-02-07,2024-02-10,2024-02-11,Truck,1152,Clear,Moderate,Yes
SHIP017834,Bangalore,Ahmedabad,2023-06-04,2023-06-05,2023-06-06,Lorry,402,Clear,Moderate,Yes
SHIP017835,Chennai,Bangalore,2023-09-03,2023-09-04,2023-09-06,Container,205,Clear,Heavy,Yes
SHIP017836,Kolkata,Hyderabad,2023-03-10,2023-03-13,2023-03-13,Container,994,Clear,Light,No
SHIP017837,Pune,Kolkata,2024-02-28,2024-03-01,2024-03-02,Truck,692,Rain,Light,Yes
SHIP017838,Bangalore,Delhi,2024-03-15,2024-03-16,2024-03-17,Trailer,550,Rain,Light,Yes
SHIP017839,Lucknow,Kolkata,2023-08-24,2023-08-25,2023-08-27,Lorry,470,Clear,Heavy,Yes
SHIP017840,Kolkata,Mumbai,2023-12-02,2023-12-03,2023-12-03,Lorry,545,Clear,Light,No
SHIP017841,Jaipur,Chennai,2023-05-23,2023-05-28,2023-05-29,Trailer,1671,Clear,Moderate,Yes
SHIP017842,Hyderabad,Ahmedabad,2024-05-05,2024-05-10,2024-05-11,Container,1570,Clear,Moderate,Yes
SHIP017843,Ahmedabad,Delhi,2024-02-29,2024-03-02,2024-03-05,Container,722,Storm,Light,Yes
SHIP017844,Pune,Jaipur,2023-11-11,2023-11-13,2023-11-14,Container,658,Clear,Moderate,Yes
SHIP017845,Ahmedabad,Kolkata,2024-01-29,2024-01-30,2024-01-30,Container,502,Clear,Light,No
SHIP017846,Lucknow,Kolkata,2023-04-19,2023-04-26,2023-04-23,Container,1252,Clear,Light,Yes
SHIP017847,Delhi,Mumbai,2023-09-19,2023-09-20,2023-09-21,Lorry,540,Rain,Light,Yes
SHIP017848,Pune,Bangalore,2023-07-18,2023-07-22,2023-07-23,Container,1228,Clear,Moderate,Yes
SHIP017849,Ahmedabad,Delhi,2024-03-24,2024-03-25,2024-03-28,Lorry,496,Clear,Light,Yes
SHIP017850,Delhi,Lucknow,2023-07-30,2023-08-03,2023-08-05,,1484,Rain,Moderate,Yes
SHIP017851,Jaipur,Kolkata,2023-11-30,2023-12-01,2023-12-03,Lorry,301,Clear,Heavy,Yes
SHIP017852,Chennai,Jaipur,2024-05-16,2024-05-19,2024-05-23,Truck,929,Rain,Light,Yes
SHIP017853,Hyderabad,Pune,2024-02-04,2024-02-10,2024-02-15,Container,1951,Clear,Moderate,Yes
SHIP017854,Chennai,Mumbai,2023-07-17,2023-07-18,2023-07-22,Truck,597,Clear,Moderate,Yes
SHIP017855,Jaipur,Pune,2023-03-19,2023-03-24,2023-03-30,Trailer,1689,Clear,Moderate,Yes
SHIP017856,Bangalore,Kolkata,2024-04-07,2024-04-10,2024-04-10,Trailer,1185,Clear,Light,No
SHIP017857,Chennai,Hyderabad,2023-03-04,2023-03-05,2023-03-07,Lorry,461,Rain,Moderate,Yes
SHIP017858,Mumbai,Jaipur,2023-06-14,2023-06-19,2023-06-19,Lorry,1595,Clear,Light,No
SHIP017859,Lucknow,Pune,2024-05-17,2024-05-20,2024-05-22,Trailer,1119,Clear,Heavy,Yes
SHIP017860,Pune,Bangalore,2024-01-15,2024-01-19,2024-01-22,Trailer,1328,Rain,Heavy,Yes
SHIP017861,Mumbai,Hyderabad,2023-11-17,2023-11-22,2023-11-22,Truck,1678,Clear,Light,No
SHIP017862,Ahmedabad,Mumbai,2024-05-21,2024-05-27,2024-05-29,Container,1983,Rain,Moderate,Yes
SHIP017863,Mumbai,Delhi,2023-04-02,2023-04-05,2023-04-05,Truck,963,Clear,Light,No
SHIP017864,Mumbai,Delhi,2024-03-12,2024-03-16,2024-03-16,Trailer,1205,Clear,Light,No
SHIP017865,Hyderabad,Lucknow,2024-02-09,2024-02-11,2024-02-11,Lorry,654,Clear,Light,No
SHIP017866,Kolkata,Pune,2024-05-04,2024-05-10,2024-05-15,Truck,1988,Clear,Light,Yes
SHIP017867,Kolkata,Jaipur,2023-10-11,2023-10-13,2023-10-15,Container,670,Clear,Heavy,Yes
SHIP017868,Lucknow,Chennai,2023-10-02,2023-10-05,2023-10-05,Trailer,1018,Clear,Light,No
SHIP017869,Chennai,Lucknow,2023-05-22,2023-05-27,2023-05-27,Trailer,1655,Clear,Light,No
SHIP017870,Bangalore,Mumbai,2023-03-06,2023-03-10,2023-03-14,Container,1263,Clear,Light,Yes
SHIP017871,Mumbai,Delhi,2023-11-17,2023-11-18,2023-11-18,Lorry,446,Clear,Light,No
SHIP017872,Kolkata,Lucknow,2024-02-19,2024-02-20,2024-02-20,Lorry,549,Clear,Light,No
SHIP017873,Kolkata,Chennai,2023-02-18,2023-02-19,2023-02-19,Truck,566,Clear,Light,No
SHIP017874,Hyderabad,Ahmedabad,2023-04-28,2023-05-03,2023-05-03,Trailer,1528,Clear,Light,No
SHIP017875,Mumbai,Jaipur,2024-05-09,2024-05-10,2024-05-15,Container,390,Clear,Light,Yes
SHIP017876,Mumbai,Hyderabad,2024-04-26,2024-05-01,2024-05-01,Lorry,1654,Clear,Light,No
SHIP017877,Kolkata,Hyderabad,2023-04-02,2023-04-07,2023-04-10,Container,1755,Storm,Light,Yes
SHIP017878,Pune,Bangalore,2024-04-19,2024-04-25,2024-04-28,Lorry,1853,Rain,Heavy,Yes
SHIP017879,Delhi,Ahmedabad,2024-04-13,2024-04-18,2024-04-19,Trailer,1747,Clear,Moderate,Yes
SHIP017880,Delhi,Chennai,2024-04-29,2024-05-02,2024-05-03,Lorry,1014,Clear,Moderate,Yes
SHIP017881,Jaipur,Lucknow,2023-05-04,2023-05-09,2023-05-10,Lorry,1692,Clear,Moderate,Yes
SHIP017882,Lucknow,Kolkata,2023-04-19,2023-04-24,2023-04-24,Truck,1640,Clear,Light,No
SHIP017883,Bangalore,Mumbai,2024-05-13,2024-05-14,2024-05-14,Lorry,365,Clear,Light,No
SHIP017884,Hyderabad,Delhi,2023-06-13,2023-06-19,2023-06-19,Lorry,1938,Clear,Light,No
SHIP017885,Ahmedabad,Chennai,2023-05-23,2023-05-25,2023-05-27,Truck,648,Rain,Moderate,Yes
SHIP017886,Bangalore,Mumbai,2023-08-08,2023-08-10,2023-08-12,Lorry,784,Rain,Moderate,Yes
SHIP017887,Hyderabad,Pune,2024-02-25,2024-03-01,2024-03-03,Trailer,1530,Rain,Moderate,Yes
SHIP017888,Ahmedabad,Kolkata,2023-01-04,2023-01-07,2023-01-06,Lorry,857,Clear,Moderate,Yes
SHIP017889,Bangalore,Pune,2023-01-04,2023-01-05,2023-01-05,Trailer,487,Clear,Light,No
SHIP017890,Ahmedabad,Kolkata,2024-01-12,2024-01-16,2024-01-16,Lorry,1414,Clear,Light,No
SHIP017891,Bangalore,Kolkata,2023-12-27,2023-12-28,2023-12-30,,590,Clear,Heavy,Yes
SHIP017892,Delhi,Pune,2023-11-01,2023-11-03,2023-11-03,Lorry,859,Clear,Light,No
SHIP017893,Kolkata,Mumbai,2023-07-13,2023-07-14,2023-07-14,Lorry,560,Clear,Light,No
SHIP017894,Jaipur,Kolkata,2024-01-23,2024-01-27,2024-01-29,Container,1300,Clear,Light,Yes
SHIP017895,Kolkata,Lucknow,2024-02-20,2024-02-24,2024-02-24,Container,1433,Clear,Light,No
SHIP017896,Pune,Mumbai,2023-11-12,2023-11-13,2023-11-14,Container,429,Rain,Light,Yes
SHIP017897,Mumbai,Ahmedabad,2023-07-04,2023-07-08,2023-07-09,Truck,1492,Clear,Moderate,Yes
SHIP017898,Pune,Kolkata,2024-05-03,2024-05-06,2024-05-07,Truck,983,Clear,Moderate,Yes
SHIP017899,Jaipur,Hyderabad,2023-05-29,2023-05-30,2023-05-30,Lorry,586,Clear,Light,No
SHIP017900,Bangalore,Pune,2024-05-21,2024-05-22,2024-05-25,Truck,516,Fog,Moderate,Yes
SHIP017901,Lucknow,Ahmedabad,2023-08-25,2023-08-31,2023-09-04,Lorry,1991,Fog,Light,Yes
SHIP017902,Kolkata,Delhi,2023-02-27,2023-02-28,2023-02-28,Truck,395,Clear,Light,No
SHIP017903,Delhi,Bangalore,2023-09-01,2023-09-03,2023-09-10,Trailer,824,Fog,Light,Yes
SHIP017904,Mumbai,Delhi,2024-01-14,2024-01-15,2024-01-17,Truck,260,Fog,Light,Yes
SHIP017905,Delhi,Bangalore,2023-01-01,2023-01-02,2023-01-07,Truck,393,Rain,Moderate,Yes
SHIP017906,Ahmedabad,Lucknow,2023-03-15,2023-03-21,2023-03-22,Lorry,1982,Rain,Light,Yes
SHIP017907,Pune,Hyderabad,2023-12-17,2023-12-22,2023-12-28,Container,1643,Rain,Light,Yes
SHIP017908,Ahmedabad,Pune,2024-01-23,2024-01-29,2024-01-30,Trailer,1837,Rain,Light,Yes
SHIP017909,Bangalore,Kolkata,2024-01-27,2024-01-29,2024-01-30,Lorry,627,Clear,Moderate,Yes
SHIP017910,Kolkata,Chennai,2023-09-29,2023-10-05,2023-10-05,Truck,1967,Clear,Light,No
SHIP017911,Hyderabad,Delhi,2023-09-05,2023-09-06,2023-09-12,Lorry,458,Fog,Moderate,Yes
SHIP017912,Ahmedabad,Mumbai,2024-01-04,2024-01-05,2024-01-06,Container,284,Clear,Moderate,Yes
SHIP017913,Pune,Kolkata,2023-06-18,2023-06-19,2023-06-21,Trailer,257,Clear,Heavy,Yes
SHIP017914,Chennai,Hyderabad,2023-05-31,2023-06-04,2023-06-04,Trailer,1497,Clear,Light,No
SHIP017915,Chennai,Hyderabad,2023-10-22,2023-10-24,2023-10-26,Trailer,707,Fog,Light,Yes
SHIP017916,Lucknow,Bangalore,2024-03-01,2024-03-05,2024-03-09,Lorry,1237,Storm,Moderate,Yes
SHIP017917,Ahmedabad,Hyderabad,2023-06-16,2023-06-20,2023-06-25,Truck,1322,Clear,Moderate,Yes
SHIP017918,Delhi,Hyderabad,2023-09-03,2023-09-08,2023-09-11,Lorry,1643,Rain,Heavy,Yes
SHIP017919,Delhi,Lucknow,2024-04-28,2024-05-01,2024-05-03,Trailer,1047,Clear,Heavy,Yes
SHIP017920,Mumbai,Jaipur,2023-01-25,2023-01-26,2023-01-27,Truck,277,Rain,Light,Yes
SHIP017921,Mumbai,Bangalore,2023-06-17,2023-06-19,2023-06-20,Container,895,Rain,Light,Yes
SHIP017922,Lucknow,Kolkata,2023-12-19,2023-12-20,2023-12-25,Trailer,304,Clear,Moderate,Yes
SHIP017923,Mumbai,Kolkata,2023-09-15,2023-09-19,2023-09-19,Truck,1313,Clear,Light,No
SHIP017924,Bangalore,Kolkata,2024-04-05,2024-04-11,2024-04-12,Lorry,1996,Clear,Moderate,Yes
SHIP017925,Mumbai,Bangalore,2024-05-22,2024-05-23,2024-05-28,Container,513,Clear,Light,Yes
SHIP017926,Hyderabad,Ahmedabad,2024-03-24,2024-03-30,2024-03-31,Lorry,1975,Clear,Moderate,Yes
SHIP017927,Jaipur,Lucknow,2023-11-15,2023-11-19,2023-11-22,Lorry,1329,Clear,Light,Yes
SHIP017928,Lucknow,Chennai,2023-06-05,2023-06-06,2023-06-10,Lorry,582,Storm,Moderate,Yes
SHIP017929,Lucknow,Chennai,2024-03-06,2024-03-09,2024-03-07,Truck,339,Rain,Moderate,Yes
SHIP017930,Hyderabad,Jaipur,2023-10-26,2023-10-31,2023-11-05,Container,1650,Clear,Light,Yes
SHIP017931,Mumbai,Ahmedabad,2023-06-30,2023-07-03,2023-07-04,Trailer,1192,Clear,Moderate,Yes
SHIP017932,Hyderabad,Lucknow,2024-03-14,2024-03-15,2024-03-22,Container,547,Rain,Moderate,Yes
SHIP017933,Chennai,Lucknow,2024-02-09,2024-02-12,2024-02-16,Lorry,1032,Rain,Moderate,Yes
SHIP017934,Bangalore,Chennai,2023-03-03,2023-03-04,2023-03-08,Trailer,448,Clear,Moderate,Yes
SHIP017935,Bangalore,Ahmedabad,2024-04-24,2024-04-27,2024-04-30,Trailer,983,Storm,Light,Yes
SHIP017936,Pune,Bangalore,2023-02-02,2023-02-05,2023-02-05,Truck,1115,Clear,Light,No
SHIP017937,Delhi,Jaipur,2024-02-19,2024-02-21,2024-02-27,Truck,790,Clear,Heavy,Yes
SHIP017938,Pune,Kolkata,2024-03-18,2024-03-19,2024-03-24,Container,450,Clear,Heavy,Yes
SHIP017939,Chennai,Delhi,2023-05-31,2023-06-06,2023-06-07,Lorry,1886,Clear,Moderate,Yes
SHIP017940,Mumbai,Chennai,2023-01-04,2023-01-05,2023-01-07,Trailer,343,Rain,Moderate,Yes
SHIP017941,Bangalore,Ahmedabad,2023-07-28,2023-08-01,2023-08-01,Trailer,1227,Clear,Light,No
SHIP017942,Bangalore,Delhi,2023-07-01,2023-07-03,2023-07-09,Trailer,653,Clear,Moderate,Yes
SHIP017943,Jaipur,Bangalore,2023-10-24,2023-10-27,2023-10-27,Lorry,1136,Clear,Light,No
SHIP017944,Ahmedabad,Jaipur,2023-05-06,2023-05-08,2023-05-11,Container,739,Clear,Light,Yes
SHIP017945,Lucknow,Hyderabad,2024-04-13,2024-04-19,2024-04-19,Trailer,1997,Clear,Light,No
SHIP017946,Jaipur,Ahmedabad,2023-11-24,2023-11-29,2023-12-01,Container,1534,Clear,Heavy,Yes
SHIP017947,Hyderabad,Delhi,2023-08-13,2023-08-16,2023-08-17,Trailer,1081,Rain,Light,Yes
SHIP017948,Pune,Kolkata,2023-09-18,2023-09-21,2023-09-24,Trailer,1115,Rain,Heavy,Yes
SHIP017949,Delhi,Bangalore,2024-05-13,2024-05-21,2024-05-15,Container,731,Storm,Light,Yes
SHIP017950,Hyderabad,Pune,2023-07-09,2023-07-10,2023-07-11,Container,525,Clear,Moderate,Yes
SHIP017951,Bangalore,Mumbai,2024-03-27,2024-03-31,2024-04-07,Truck,1346,Clear,Heavy,Yes
SHIP017952,Chennai,Kolkata,2023-02-14,2023-02-18,2023-02-18,Trailer,1380,Clear,Light,No
SHIP017953,Bangalore,Ahmedabad,2023-07-03,2023-07-04,2023-07-09,Container,400,Clear,Moderate,Yes
SHIP017954,Mumbai,Kolkata,2023-12-15,2023-12-17,2023-12-23,Lorry,768,Clear,Moderate,Yes
SHIP017955,Chennai,Ahmedabad,2024-03-31,2024-04-01,2024-04-04,Trailer,307,Clear,Light,Yes
SHIP017956,Delhi,Jaipur,2023-05-15,2023-05-19,2023-05-21,Truck,1243,Fog,Light,Yes
SHIP017957,Hyderabad,Lucknow,2023-02-14,2023-02-20,2023-02-25,Lorry,1879,Clear,Heavy,Yes
